gene_id,SRR6819016,SRR6819017,SRR6819018,SRR6819020,SRR6819021,SRR6819022
FUN_023047,137,123,140,102,106,116
FUN_023087,97,61,215,85,147,102
FUN_023129,150,169,289,287,353,277
FUN_023178,159,316,2,54,5,6
FUN_013194,343,283,394,251,402,297
FUN_013734,0,3,7,8,0,0
FUN_015018,0,0,0,0,0,0
FUN_015591,63,55,77,28,63,67
FUN_015844,0,2,9,2,4,5
FUN_017341,0,0,0,0,0,0
FUN_017402,0,3,0,0,0,0
FUN_017735,0,0,0,0,0,0
FUN_018403,0,0,0,0,0,0
FUN_019098,0,3,0,2,0,2
FUN_021131,0,0,0,0,0,0
FUN_021493,0,0,2,0,0,3
FUN_021676,0,0,0,2,0,4
FUN_021974,0,0,2,0,0,0
FUN_012711,105,89,117,69,141,108
FUN_012822,6,4,14,7,28,17
FUN_013014,6,6,4,0,20,0
FUN_013042,6,5,9,8,7,7
FUN_013325,334,270,783,380,558,619
FUN_013435,316,233,447,259,365,330
FUN_013509,146,183,211,163,220,196
FUN_013619,183,209,45,64,36,20
FUN_013806,13,27,4,18,7,0
FUN_013940,317,456,83,200,51,33
FUN_014225,15,16,39,18,34,21
FUN_014564,87,56,228,126,357,218
FUN_014668,33,59,26,23,4,6
FUN_014911,28,34,8,27,6,0
FUN_016425,304,389,371,472,362,358
FUN_016569,2,3,4,12,3,2
FUN_016693,57,52,62,75,82,104
FUN_016731,117,85,188,136,165,178
FUN_017449,170,148,117,77,94,91
FUN_017528,18,12,13,15,12,31
FUN_018571,2,3,2,0,0,0
FUN_018697,8,3,13,1,10,7
FUN_019651,55,52,58,95,0,49
FUN_019740,14,18,7,22,21,21
FUN_019861,1620,1088,1001,982,719,738
FUN_019954,3324,2804,3369,2702,2693,2672
FUN_020364,232,179,383,194,348,307
FUN_020390,2075,1706,3202,1843,2844,2215
FUN_020430,74,62,116,73,144,73
FUN_020472,917,795,1629,1021,1599,1121
FUN_020524,325,288,658,363,556,427
FUN_020577,521,634,1178,843,1134,980
FUN_020665,1278,1231,2693,1818,2631,2234
FUN_020805,35,44,31,71,0,0
FUN_020895,42,28,48,25,31,23
FUN_021173,128,78,78,53,77,75
FUN_021199,59,88,98,98,82,67
FUN_021221,61,95,124,172,191,123
FUN_021314,43,18,118,0,303,97
FUN_021363,415,82,520,266,372,422
FUN_021422,85,120,127,101,138,125
FUN_021506,191,34,110,200,96,72
FUN_021554,1342,1805,3211,1950,3188,2622
FUN_021643,1681,1225,2282,1327,2256,1735
FUN_022070,24,30,42,21,32,30
FUN_022111,587,465,761,495,690,532
FUN_022145,87,130,170,132,129,154
FUN_023343,41,38,25,37,36,21
FUN_023680,6,22,18,21,16,15
FUN_023779,73,144,282,183,311,272
FUN_023233,2308,2348,4211,2799,4126,3217
FUN_023273,216,225,470,293,534,414
FUN_023907,882,644,934,1493,783,779
FUN_023982,11,10,15,5,19,8
FUN_023951,638,540,1521,1833,1638,1329
FUN_024171,0,0,0,0,0,0
FUN_024047,427,401,1536,570,1591,1068
FUN_024119,109,90,293,103,286,169
FUN_024294,0,0,0,0,0,0
FUN_024207,5,3,10,6,16,19
FUN_024211,21,20,28,22,43,32
FUN_024219,33,23,51,18,59,23
FUN_024244,132,90,340,351,289,261
FUN_024279,16,7,12,8,48,37
FUN_024337,229,235,370,212,371,296
FUN_024352,173,148,317,168,249,273
FUN_024903,0,0,0,0,0,0
FUN_025002,0,7,5,9,17,6
FUN_024862,45,41,16,75,0,0
FUN_024375,51,80,163,102,157,116
FUN_024413,279,328,678,298,748,586
FUN_024454,51,72,118,62,104,88
FUN_024657,215,195,350,187,326,233
FUN_024683,2485,1678,2813,1867,2494,2046
FUN_025169,12,6,20,9,0,15
FUN_025160,14,0,62,11,6,8
FUN_025167,1,0,20,4,1,2
FUN_025192,107,49,293,83,279,159
FUN_025056,579,521,2008,551,1197,825
FUN_025103,313,301,732,322,406,476
FUN_025129,204,223,45,260,0,0
FUN_025224,0,0,2,2,2,0
FUN_025232,2,2,5,3,9,3
FUN_025255,182,98,436,123,460,242
FUN_025322,158,144,521,192,726,437
FUN_025366,410,260,1003,354,1475,783
FUN_025396,208,112,363,102,406,343
FUN_025516,2,1,0,1,1,0
FUN_025621,0,0,0,0,0,0
FUN_025482,115,237,72,273,0,0
FUN_025654,71,40,188,85,138,139
FUN_025735,6,5,7,8,11,7
FUN_025441,2125,2024,127,1964,73,38
FUN_025689,83,62,112,72,145,116
FUN_025911,256,218,553,378,642,503
FUN_025889,0,0,22,6,17,18
FUN_025764,18,9,23,7,15,5
FUN_025785,112,145,86,205,129,148
FUN_025840,650,792,2056,1118,2373,1914
FUN_026046,37,81,221,116,142,90
FUN_026106,54,86,251,139,212,117
FUN_026152,167,175,401,171,262,188
FUN_026190,46,98,198,151,208,175
FUN_026412,0,18,16,10,0,15
FUN_026444,0,0,0,0,0,0
FUN_026338,291,338,620,510,534,486
FUN_026533,107,41,108,97,81,73
FUN_026580,40,30,50,32,32,32
FUN_028497,3,6,1,9,3,4
FUN_028400,0,0,6,6,6,13
FUN_028372,25,44,37,63,44,35
FUN_028524,83,165,35,226,37,13
FUN_028599,209,192,54,161,45,29
FUN_028625,571,369,66,120,49,32
FUN_028636,12,19,23,0,23,21
FUN_028673,243,275,326,311,249,265
FUN_026728,0,0,0,4,8,0
FUN_030493,0,0,16,5,12,7
FUN_026927,0,0,1,0,0,0
FUN_026931,0,2,3,0,0,0
FUN_027083,0,3,3,2,2,1
FUN_027092,0,0,3,0,0,0
FUN_027195,0,0,0,0,1,0
FUN_027233,0,0,0,0,0,0
FUN_027346,0,0,0,5,0,0
FUN_027397,58,92,17,127,0,0
FUN_027415,0,0,0,0,0,0
FUN_027436,0,0,3,0,0,0
FUN_027452,0,0,0,0,0,0
FUN_027571,0,0,2,2,2,2
FUN_027579,0,0,2,0,0,0
FUN_027724,0,0,0,0,0,0
FUN_027761,0,0,2,0,0,1
FUN_028219,0,0,0,3,0,0
FUN_026861,327,266,544,303,522,364
FUN_026946,22,19,40,12,12,13
FUN_026984,4,0,0,0,0,0
FUN_027013,8,0,2,0,0,0
FUN_027053,2,15,3,0,0,0
FUN_027097,3,10,6,0,3,2
FUN_027129,16,29,73,38,66,42
FUN_027143,83,55,162,37,121,97
FUN_027179,2,2,0,0,0,0
FUN_027259,6,15,5,17,0,0
FUN_027298,414,502,84,530,0,0
FUN_027317,2,0,14,3,2,0
FUN_027405,3,0,0,4,0,0
FUN_027463,3255,2441,6008,3407,8320,5263
FUN_027497,1474,1546,3849,2377,3667,3455
FUN_027514,692,739,1285,801,1355,1001
FUN_027611,204,466,56,235,0,0
FUN_030494,106,148,63,71,43,38
FUN_027674,21,56,38,28,25,26
FUN_027770,14,11,15,0,13,11
FUN_027798,47,71,65,21,30,37
FUN_027837,17,17,24,15,26,28
FUN_030495,485,426,992,409,979,731
FUN_027902,374,300,882,462,906,783
FUN_027919,201,325,805,530,781,708
FUN_027935,67,129,394,278,379,359
FUN_027963,80,148,502,406,554,499
FUN_028099,288,445,561,328,493,424
FUN_028170,289,282,540,374,528,421
FUN_028190,344,359,834,517,750,767
FUN_028207,171,161,269,164,337,210
FUN_028821,0,0,0,0,0,0
FUN_028738,224,196,86,275,68,0
FUN_028753,43,106,0,140,0,0
FUN_028839,0,0,0,0,0,0
FUN_028772,0,8,0,0,0,0
FUN_028802,0,0,0,0,0,0
FUN_028782,7,5,19,5,18,0
FUN_028784,7,7,15,9,18,17
FUN_028810,21,23,33,24,42,44
FUN_028855,4,3,4,0,0,0
FUN_028934,0,0,0,0,0,0
FUN_029046,2,2,4,5,3,8
FUN_029060,6,22,0,11,0,0
FUN_029032,60,48,37,26,24,46
FUN_029038,31,35,41,34,53,26
FUN_029094,17,28,0,0,0,11
FUN_029071,18,15,23,5,29,23
FUN_029081,13,40,19,10,20,9
FUN_029105,18,26,13,16,17,8
FUN_029107,21,36,17,0,12,0
FUN_029115,16,15,18,3,8,4
FUN_029124,7,13,0,7,0,0
FUN_029139,6,12,0,0,5,0
FUN_028701,4664,4806,105,4153,43,42
FUN_029171,349,528,0,264,0,0
FUN_029156,7,9,0,8,16,0
FUN_029158,4192,4476,142,1020,0,0
FUN_029205,6,8,9,8,10,9
FUN_029187,35,111,15,109,0,3
FUN_029178,1970,2232,104,1284,83,62
FUN_029333,7,0,0,0,0,4
FUN_029303,253,161,745,364,673,759
FUN_029308,431,390,661,328,635,468
FUN_029319,128,97,148,89,101,102
FUN_029322,111,119,204,125,141,136
FUN_029378,8,17,7,14,9,13
FUN_029348,417,341,799,386,811,608
FUN_029355,12,15,31,13,36,31
FUN_029361,65,48,114,49,74,94
FUN_029367,93,65,94,48,72,79
FUN_030496,15509,31786,365,18193,102,74
FUN_029287,11359,17026,144,4888,34,36
FUN_029469,34,27,50,38,37,47
FUN_029615,2,0,8,0,4,7
FUN_029459,412,371,761,545,673,711
FUN_029707,131,197,260,170,171,156
FUN_029725,4,2,32,28,27,4
FUN_029733,1345,1384,1445,1579,1110,1130
FUN_029777,698,693,872,639,895,745
FUN_029775,33,15,28,18,32,17
FUN_029806,30,13,4,54,7,0
FUN_029811,80,36,10,71,0,0
FUN_029785,522,235,894,470,702,840
FUN_029794,50,25,24,16,6,14
FUN_029817,332,144,1258,186,41,67
FUN_029859,12,14,4,16,12,0
FUN_029874,270,183,254,243,149,185
FUN_029867,806,1108,2936,1903,2826,2164
FUN_029870,208,182,406,255,419,328
FUN_029878,1051,894,187,586,138,99
FUN_029880,440,363,601,487,582,567
FUN_029928,2,3,1,0,5,0
FUN_029930,0,0,9,0,0,0
FUN_029933,0,0,0,0,0,0
FUN_029935,3,0,0,3,0,0
FUN_029970,10,17,21,0,4,10
FUN_029975,5,0,7,9,0,9
FUN_030498,184,147,131,221,110,39
FUN_030497,1206,1001,2176,1129,2408,2021
FUN_029823,65427,67033,88785,70306,79360,74270
FUN_029978,40,36,51,18,37,36
FUN_029982,1976,1516,2627,1871,2365,1905
FUN_029991,946,723,846,707,805,699
FUN_029995,608,411,393,445,226,103
FUN_030002,183,160,229,109,229,213
FUN_030004,440,389,901,420,796,700
FUN_030008,5,3,0,0,0,0
FUN_030007,284,351,614,333,619,504
FUN_029985,41950,38242,41258,35418,38832,32182
FUN_030009,2463,2582,4389,2834,3994,3232
FUN_030019,129,132,193,96,216,169
FUN_030020,55,93,255,68,230,181
FUN_030012,24,19,9,0,10,6
FUN_030013,521,758,757,895,700,780
FUN_030015,12,37,39,23,27,27
FUN_030017,22,48,61,98,53,69
FUN_030067,10,14,16,15,19,18
FUN_030030,184,239,524,241,527,373
FUN_030032,114,113,184,68,155,142
FUN_030077,0,0,0,0,0,0
FUN_030078,0,0,0,0,0,0
FUN_030080,198,173,326,218,327,320
FUN_030074,186,219,313,176,265,221
FUN_030087,240,235,589,371,474,279
FUN_030090,2157,2395,4120,2796,3967,2998
FUN_030091,1,1,1,1,1,1
FUN_030093,127,157,372,191,272,264
FUN_030098,234,223,47,227,0,0
FUN_030095,3873,6535,1054,8080,0,8
FUN_030096,1652,3162,496,3417,0,0
FUN_030100,3097,3078,10070,4841,9551,8002
FUN_030101,844,1090,78,1372,0,0
FUN_030102,1180,1466,288,1840,0,5
FUN_030104,555,1135,157,954,0,0
FUN_030105,83,148,23,129,0,0
FUN_030106,75,195,33,176,0,0
FUN_030108,182,312,62,351,0,0
FUN_030118,0,0,2,0,4,8
FUN_001958,8,6,9,0,8,0
FUN_030121,88,67,120,77,89,102
FUN_004198,0,16,2,0,3,9
FUN_004137,18,22,35,31,39,26
FUN_030109,1219,2364,630,2966,8,0
FUN_004352,25,45,32,19,28,34
FUN_004435,4,8,7,4,11,8
FUN_004486,13,22,25,12,29,34
FUN_005035,10,7,4,2,4,4
FUN_005087,1,1,3,2,2,1
FUN_005146,1,1,0,0,1,0
FUN_007946,3,0,0,0,0,0
FUN_004635,0,4,11,4,2,7
FUN_004567,6,13,22,14,16,8
FUN_004687,164,163,115,107,112,113
FUN_008801,85,51,71,64,70,111
FUN_011395,0,2,2,6,3,1
FUN_011430,2,9,2,10,3,0
FUN_011927,0,0,0,0,0,0
FUN_011524,4,0,3,1,4,5
FUN_011582,3,2,8,3,5,4
FUN_014907,19,167,6,16,7,6
FUN_015766,57,135,111,132,127,82
FUN_015892,193,317,247,242,227,146
FUN_021736,18,44,90,65,123,58
FUN_022439,3,1,3,2,3,8
FUN_021801,17,20,24,14,31,38
FUN_023484,10,0,6,0,8,9
FUN_023503,3,0,1,0,5,0
FUN_024435,5,2,2,0,3,5
FUN_030557,31,16,42,20,47,69
FUN_016373,692,937,1203,950,1017,1095
FUN_016631,485,497,786,468,833,609
FUN_025277,8,8,19,7,22,18
FUN_025314,5,0,0,0,0,0
FUN_025093,0,0,0,0,0,0
FUN_025114,209,333,763,526,490,497
FUN_025337,379,289,677,313,635,439
FUN_025580,0,0,6,0,0,0
FUN_025850,6,3,15,6,12,16
FUN_025364,274,290,493,248,424,316
FUN_025408,204,161,337,240,378,348
FUN_025476,93,58,112,49,83,102
FUN_026443,5,0,8,3,9,6
FUN_025897,86,82,95,68,110,114
FUN_025919,270,328,516,340,421,377
FUN_027159,1,0,0,0,0,0
FUN_026713,334,301,501,275,392,401
FUN_027844,7,0,7,0,5,6
FUN_028714,17,28,38,23,51,33
FUN_028805,14,14,36,9,34,31
FUN_027856,6,3,6,3,0,2
FUN_027863,3,7,8,0,6,6
FUN_027875,215,220,377,262,354,315
FUN_030558,7,41,15,17,32,38
FUN_028945,330,376,614,313,534,488
FUN_028956,243,215,370,218,397,388
FUN_027769,14209,12121,26429,13140,22305,19179
FUN_027806,37,30,48,29,43,39
FUN_027812,732,579,1197,664,1156,851
FUN_028965,600,639,1431,825,1352,1164
FUN_028973,82,74,402,207,493,395
FUN_028998,1419,1675,2706,1812,2321,2141
FUN_029022,238,158,213,167,219,163
FUN_029026,349,337,557,334,565,371
FUN_029120,0,0,0,0,0,0
FUN_029047,486,649,1984,1129,2283,1931
FUN_029069,518,319,1035,512,1317,1133
FUN_029078,170,274,665,367,670,509
FUN_029339,6813,4934,12309,7737,10556,9061
FUN_029439,10,29,33,27,17,24
FUN_029500,1,0,0,0,0,0
FUN_029599,111,93,421,169,407,356
FUN_029349,102,214,2139,821,3279,1508
FUN_029366,1143,892,9660,2805,11464,5764
FUN_029641,0,0,0,0,0,0
FUN_029614,12,62,61,87,85,90
FUN_029622,516,661,1013,772,896,960
FUN_029672,0,0,0,0,0,0
FUN_029676,0,0,0,0,0,0
FUN_029656,24263,12868,20542,18150,12588,20018
FUN_029665,168822,117067,170345,150405,100923,180379
FUN_029679,6,0,4,2,3,2
FUN_029684,81326,65915,97843,89257,59949,108320
FUN_030559,94,65,205,147,197,148
FUN_029714,15169,16272,24142,21955,15198,28006
FUN_029715,48395,25821,38155,32090,21528,38807
FUN_029730,104,61,163,93,87,92
FUN_029791,2750,2476,9726,4383,7995,7321
FUN_029807,590,561,1222,627,1036,1031
FUN_029816,173,208,282,142,235,160
FUN_029828,987,754,1278,791,1235,1070
FUN_029831,572,618,1019,597,955,721
FUN_029843,478,612,959,712,832,935
FUN_029904,0,0,0,0,0,0
FUN_029860,464,392,668,391,503,472
FUN_029719,57283,43695,63507,59826,38291,70276
FUN_029952,274,297,581,265,506,374
FUN_029953,225,228,416,235,420,295
FUN_029956,289,264,360,226,267,197
FUN_029959,111,91,232,171,259,217
FUN_029963,151,141,237,164,205,155
FUN_029965,90,134,250,126,187,200
FUN_029973,0,12,13,18,11,0
FUN_029981,0,0,0,0,0,4
FUN_029977,18,26,19,14,14,0
FUN_029984,8,13,10,14,3,10
FUN_029988,354,161,20,215,4,0
FUN_029994,34,13,0,34,0,0
FUN_029996,37,50,29,34,36,25
FUN_029998,545,851,1133,852,972,812
FUN_030010,359,318,842,437,792,668
FUN_030016,8,0,3,2,0,0
FUN_030038,3,0,4,2,2,2
FUN_030560,7,3,9,7,1,11
FUN_003033,377,319,670,384,592,601
FUN_003190,624,615,1788,1160,1790,1258
FUN_003390,61,25,97,43,86,83
FUN_003553,76,56,273,175,263,235
FUN_003775,50,48,188,218,210,259
FUN_005319,286,196,1191,545,1040,999
FUN_007327,28,30,1561,14842,6699,5755
FUN_006264,464,457,150,1317,169,160
FUN_006635,205,153,54,342,46,43
FUN_007650,1016,931,1466,879,1419,1118
FUN_008246,101,78,116,58,105,84
FUN_007802,507,633,1126,746,867,774
FUN_009043,72,44,1315,48,65,99
FUN_008336,623,635,1510,819,1267,978
FUN_009868,21,23,154,15,28,25
FUN_010372,0,0,0,0,0,0
FUN_010117,60,85,751,155,397,200
FUN_010437,8,0,17,58,14,30
FUN_011007,1,5,6,3,5,0
FUN_010853,588,562,931,595,950,759
FUN_011445,150,109,1031,277,1048,547
FUN_011779,116,48,3047,54,1583,1316
FUN_011852,79,31,5201,296,5653,5295
FUN_012100,70,42,5357,62,4560,3312
FUN_012195,805,914,1845,1122,1609,1333
FUN_012368,553,482,681,503,583,598
FUN_012515,234,155,389,199,348,289
FUN_012648,836,858,1336,978,1571,1430
FUN_021786,9,7,15,17,13,20
FUN_021865,68,39,75,60,64,45
FUN_021235,827,648,1486,804,1332,1236
FUN_021316,730,1082,2568,1491,2577,2094
FUN_023230,9,2,6,11,7,8
FUN_022935,0,6,23,28,27,18
FUN_021993,233,277,767,601,535,473
FUN_022266,9,13,23,33,15,33
FUN_022467,10,26,32,42,26,62
FUN_022854,2,2,8,12,12,7
FUN_022921,3,7,12,24,22,23
FUN_023606,101,226,439,384,476,419
FUN_023729,14,2,294,25,95,147
FUN_023769,1,2,60,17,30,28
FUN_023796,7,2,141,23,45,52
FUN_023877,19,27,70,62,61,48
FUN_023934,38,46,140,90,127,110
FUN_024018,1017,758,1555,1030,1363,1248
FUN_024214,47,25,63,13,26,27
FUN_024108,0,0,37,0,17,0
FUN_024141,362,269,377,327,363,381
FUN_014154,0,0,0,0,0,0
FUN_014331,0,0,0,0,0,0
FUN_015434,0,0,0,0,0,0
FUN_015653,0,4,11,0,7,8
FUN_015905,0,0,0,0,0,0
FUN_016283,0,19,39,36,47,29
FUN_016758,74,56,57,41,60,57
FUN_030594,21,0,61,6,32,10
FUN_018463,158,152,404,200,251,237
FUN_019352,0,0,0,0,0,0
FUN_019476,0,0,0,0,0,0
FUN_019561,0,0,0,0,0,0
FUN_019589,0,0,0,0,0,0
FUN_020511,0,0,0,0,0,0
FUN_013368,3048,1773,3583,2428,5845,2896
FUN_013650,13,9,7,353,29,13
FUN_013758,304,300,612,453,659,508
FUN_015359,8,9,24,19,17,6
FUN_015814,12,8,25,29,25,11
FUN_016440,182,150,334,196,275,224
FUN_016611,1,0,0,1,1,1
FUN_016891,886,1411,2126,2226,2062,1860
FUN_017126,98,173,290,349,399,279
FUN_017171,275,262,435,248,431,378
FUN_030593,147,13,209,67,104,62
FUN_030595,43,42,60,31,31,37
FUN_030596,60,56,91,60,67,53
FUN_017764,2245,1701,39,1204,10,9
FUN_018067,281,334,620,281,561,500
FUN_018241,1072,1117,1351,1573,1337,1056
FUN_018640,312,236,1017,261,1174,830
FUN_018741,803,998,1776,990,1092,1064
FUN_018866,5251,4150,8507,6129,7797,5973
FUN_018941,2428,3125,4793,3872,4780,4489
FUN_019296,2340,1249,146,1853,19,12
FUN_019364,56,104,100,41,114,61
FUN_019492,149,125,323,205,296,161
FUN_019743,334,310,781,451,663,574
FUN_019863,444,430,984,498,809,628
FUN_020051,688,954,3126,604,185,215
FUN_020218,464,516,1306,867,1450,1201
FUN_020695,198,65,13401,4090,14662,12469
FUN_020836,2,0,144,294,332,305
FUN_020876,11,12,1171,1661,2046,2004
FUN_024393,322,287,605,363,538,434
FUN_024407,116,147,350,166,274,229
FUN_024460,78,56,121,46,79,98
FUN_024629,10,0,1395,8,1219,1030
FUN_024660,110,118,686,1351,1305,1184
FUN_024703,3,0,1077,0,1217,1262
FUN_024489,167,217,628,265,523,446
FUN_024514,370,170,397,316,407,333
FUN_024537,1081,1183,1521,814,1259,964
FUN_024748,944,501,70,1089,6,11
FUN_024788,1417,1206,1784,983,1446,1013
FUN_024814,327,338,457,260,329,316
FUN_024839,142,322,474,319,463,274
FUN_025094,9,7,33,25,14,19
FUN_024927,548,267,422,1202,298,239
FUN_025046,40,23,42,161,42,17
FUN_025122,401,272,831,414,803,641
FUN_025203,96,103,129,141,212,119
FUN_025249,464,412,833,413,724,583
FUN_025278,680,675,460,487,532,444
FUN_026323,75,134,256,162,186,203
FUN_025308,128,215,218,241,218,192
FUN_025569,189,203,227,197,230,173
FUN_025700,144,129,172,153,137,96
FUN_025810,18,10,16,11,8,13
FUN_026951,67,74,135,71,158,139
FUN_026764,211,196,362,188,322,290
FUN_026978,632,705,1117,524,1330,704
FUN_027004,1,0,2,3,2,0
FUN_027012,60,43,189,52,185,94
FUN_027030,31,37,116,37,144,71
FUN_027048,54,39,73,45,64,44
FUN_027086,68,49,75,60,84,62
FUN_027109,892,819,1681,1236,1591,1361
FUN_027155,714,726,1303,663,1099,903
FUN_027228,295,347,747,329,607,502
FUN_027270,1448,1194,1284,929,1192,956
FUN_027302,430,367,2752,583,2146,1915
FUN_027423,188,169,292,154,196,207
FUN_027358,1079,1035,754,1330,1333,1126
FUN_027661,3,14,61,25,44,48
FUN_027679,0,12,29,13,26,19
FUN_027459,63,57,114,64,75,68
FUN_027498,46,81,98,77,94,79
FUN_027586,6,23,15,12,25,28
FUN_027602,19,25,50,16,46,33
FUN_027692,4,3,31,13,37,20
FUN_027720,100,59,223,106,218,161
FUN_027760,447,332,709,404,700,619
FUN_027796,1785,2584,4361,3314,3996,3710
FUN_027822,15,20,37,41,31,37
FUN_027869,3,2,0,0,0,0
FUN_027882,312,337,653,332,579,487
FUN_027909,24,20,71,66,122,64
FUN_027920,1155,1037,1101,961,1013,865
FUN_027945,54,91,171,113,159,157
FUN_027958,332,219,303,216,311,304
FUN_030597,1408,1149,2060,1160,2105,1630
FUN_027972,362,391,621,327,523,538
FUN_027984,275,272,327,187,339,310
FUN_028108,798,576,929,613,831,818
FUN_028070,176,262,99,207,73,122
FUN_028134,152,162,288,212,309,329
FUN_028248,34,49,46,44,59,68
FUN_028160,1531,2119,2628,2323,2582,2397
FUN_028411,9,12,22,13,29,26
FUN_028297,459,525,875,467,720,559
FUN_028319,348,244,722,340,493,487
FUN_028426,414,356,518,290,509,377
FUN_028433,272,374,545,501,603,513
FUN_028484,439,327,652,402,731,576
FUN_028525,303,552,33,17,16,13
FUN_028495,301,224,484,211,341,335
FUN_028505,949,671,956,676,877,826
FUN_028533,227,857,56,20,68,36
FUN_028544,422,368,7359,360,1681,1072
FUN_028612,13,30,372,172,773,762
FUN_028614,4,3,191,71,384,332
FUN_028626,26,38,49,413,98,94
FUN_028644,7,1,399,75,434,417
FUN_028652,5,3,532,66,427,404
FUN_028655,0,7,17,8,25,14
FUN_028560,1940,2420,7328,2729,11603,4404
FUN_028766,0,0,19,5,14,13
FUN_028769,39,99,191,153,142,100
FUN_028792,309,304,484,366,491,379
FUN_029454,225,296,476,378,514,457
FUN_029512,32,21,56,36,33,34
FUN_029554,17,29,52,35,53,52
FUN_029574,30,37,147,138,167,140
FUN_029557,120,102,271,221,268,262
FUN_029584,4,2,4,3,7,4
FUN_029596,3,4,5,18,0,18
FUN_029605,4,0,14,12,14,0
FUN_029608,3,10,3,15,16,21
FUN_028863,345,379,782,465,864,691
FUN_029024,0,0,13,0,0,0
FUN_029277,0,0,6,6,0,0
FUN_029328,0,0,0,0,0,0
FUN_029335,0,0,0,0,0,0
FUN_029416,0,0,0,0,2,0
FUN_030600,0,0,0,3,1,1
FUN_030598,274,254,373,212,279,295
FUN_028921,122,181,364,195,295,269
FUN_029015,5,5,13,0,14,8
FUN_029102,1428,1468,2005,1570,1991,1785
FUN_029119,272,264,235,191,222,138
FUN_029125,31,88,141,135,225,192
FUN_029137,88,71,186,118,177,141
FUN_029143,41,36,41,28,18,27
FUN_029153,224,218,322,300,211,281
FUN_029207,9,13,26,28,47,34
FUN_029210,376,747,1389,1072,1549,1356
FUN_029242,1001,841,1406,799,1254,1062
FUN_029244,576,489,638,567,752,686
FUN_029257,105,86,102,118,120,97
FUN_029268,114,122,371,158,263,207
FUN_029304,69,100,140,102,116,83
FUN_029344,51,34,77,47,66,85
FUN_029379,382,320,405,179,356,294
FUN_029388,5598,4487,6467,4780,5895,5430
FUN_029393,388,344,527,274,458,419
FUN_029399,119,79,182,64,173,104
FUN_029402,417,416,1097,521,850,714
FUN_029414,22,8,28,10,32,25
FUN_029420,320,260,403,209,425,348
FUN_029438,390,277,82,703,5,10
FUN_029446,749,476,688,736,395,353
FUN_029625,335,306,475,309,456,341
FUN_029629,382,501,1068,666,1039,866
FUN_029639,733,568,1654,877,1916,1463
FUN_029643,1,1,0,1,1,1
FUN_029646,367,412,781,516,758,636
FUN_029655,113,84,139,94,109,97
FUN_029726,0,0,0,0,0,0
FUN_029727,0,0,0,0,0,0
FUN_029728,0,0,0,0,0,0
FUN_029732,0,0,0,0,0,0
FUN_029712,281,283,536,245,310,278
FUN_029660,843,888,2006,952,2837,1773
FUN_029663,149,52,102,213,142,104
FUN_029669,54,50,102,76,92,92
FUN_029674,155,146,200,99,181,176
FUN_029702,1,1,24,5,4,16
FUN_029734,5119,4161,5508,3812,4845,4223
FUN_029742,3584,3062,3687,3062,3490,2839
FUN_029779,97,87,132,85,156,142
FUN_029782,127,171,486,197,471,382
FUN_029774,2193,2035,3364,2247,3413,2607
FUN_029792,192,179,391,204,513,448
FUN_029800,199,164,461,285,454,398
FUN_029815,39,57,67,78,68,32
FUN_029855,159,213,394,270,471,320
FUN_029863,217,177,375,245,406,320
FUN_029871,410,488,784,489,720,662
FUN_029876,850,1116,1103,1023,1258,970
FUN_029894,9,35,64,40,47,60
FUN_029896,5,15,25,12,3,28
FUN_029891,106,96,205,127,162,131
FUN_029881,1076,910,1288,893,1303,1151
FUN_029885,299,188,1129,255,1756,763
FUN_029958,4,0,0,2,2,0
FUN_029960,9,0,0,0,0,0
FUN_029961,4,7,10,0,4,10
FUN_029967,82,83,133,91,78,94
FUN_002197,31,68,287,167,326,245
FUN_002785,0,16,28,20,27,19
FUN_030636,59,58,48,96,55,50
FUN_004602,27,47,52,38,28,41
FUN_004975,0,0,0,0,0,0
FUN_003990,2252,2336,4354,3455,4203,2854
FUN_005161,38,38,67,24,59,53
FUN_005349,119,75,174,102,129,101
FUN_007259,0,0,0,0,0,0
FUN_029936,0,0,0,0,0,0
FUN_029918,827,689,540,412,456,421
FUN_029919,51,34,19,30,11,14
FUN_029923,6701,5037,3326,3953,2506,4097
FUN_029925,8262,7889,7594,7373,4483,3659
FUN_029926,7423,6343,2840,5898,692,385
FUN_029929,3862,4537,1361,5036,617,421
FUN_029934,7617,6986,1013,5324,228,142
FUN_029937,2371,217,6956,477,4472,3388
FUN_029939,35,37,4,20,2,5
FUN_029940,1685,1344,278,348,183,252
FUN_029942,4146,3140,1845,1882,1647,1130
FUN_029944,2240,1789,2450,1256,1663,780
FUN_029946,35,20,8,23,7,12
FUN_019959,48,64,46,53,32,139
FUN_030637,739,4,450,0,433,427
FUN_020314,0,0,4,0,5,3
FUN_020463,0,0,4,12,4,13
FUN_020636,23,53,134,78,79,101
FUN_020039,266,180,493,356,592,474
FUN_020106,367,384,1094,772,1066,1065
FUN_020941,47,53,84,24,25,53
FUN_021293,7,5,4,2,0,106
FUN_021157,0,0,3,0,0,0
FUN_021032,426,325,446,466,400,302
FUN_021095,847,541,160,1316,5,0
FUN_021415,122,152,169,139,210,167
FUN_021477,24,43,95,41,89,48
FUN_021651,3,0,3,0,2,2
FUN_022017,12,16,17,16,8,11
FUN_022187,6,2,5,2,5,4
FUN_022247,219,294,576,308,472,418
